time1,level1
0,0
0.083333333,0
0.166666667,-1.392103187
0.25,-1.494680062
0.333333333,-1.293203633
0.416666667,-0.338960734
0.5,-0.061501641
0.583333333,-0.277061819
0.666666667,-0.331200569
0.75,-0.527297255
0.833333333,-0.377866592
0.916666667,-0.365596268
1,0.444019173
1.083333333,0.806174144
1.166666667,0.524455154
1.25,-0.288625142
1.333333333,-0.27931159
1.416666667,0.982395296
1.5,1.328310297
1.583333333,1.359494587
1.666666667,1.197489076
1.75,1.128743626
1.833333333,1.395300681
1.916666667,1.282830343
2,1.005123518
2.083333333,0.778735058
2.166666667,0.917815052
2.25,0.017717456
2.333333333,-0.169682534
2.416666667,0.159940451
2.5,0.261805598
2.583333333,0.301309357
2.666666667,0.286130361
2.75,0.027583835
2.833333333,0.223304148
2.916666667,0.31035284
3,0.329839206
3.083333333,1.182711267
3.166666667,1.206715637
3.25,0.954080995
3.333333333,0.222836469
3.416666667,0.616667441
3.5,0.768231452
3.583333333,0.690293516
3.666666667,0.922702179
3.75,0.649668897
3.833333333,0.777449499
3.916666667,0.893525402
4,0.187352078
4.083333333,-0.064701666
4.166666667,-0.403264812
4.25,-0.980205573
4.333333333,-0.744311974
4.416666667,-0.670509433
4.5,-1.273673001
4.583333333,-1.875640677
4.666666667,-2.032366624
4.75,-1.836717076
4.833333333,-1.618789958
4.916666667,-1.655660236
5,-1.432503149
5.083333333,-1.267506116
5.166666667,-1.947650428
5.25,-2.560877341
5.333333333,-2.91176763
5.416666667,-2.095832782
5.5,-1.993455815
5.583333333,-2.211053698
5.666666667,-2.322360279
5.75,-1.852297711
5.833333333,-1.091297166
5.916666667,0.041029498
6,0.105895242
6.083333333,0.378575242
6.166666667,-0.307244941
6.25,-0.871559847
6.333333333,-1.191722645
6.416666667,-0.64881017
6.5,-0.836692745
6.583333333,-0.718346206
6.666666667,-0.795264955
6.75,-0.800409168
6.833333333,-0.970526586
6.916666667,-0.920750263
7,-0.818463896
7.083333333,0.47808538
7.166666667,0.567265451
7.25,0.380044597
7.333333333,-0.702685994
7.416666667,-0.694551362
7.5,-0.715892017
7.583333333,-0.428226059
7.666666667,0.100207209
7.75,0.245424051
7.833333333,-0.038626581
7.916666667,0.05041338
8,0.379575383
8.083333333,0.84010176
8.166666667,0.909054924
8.25,1.041378843
8.333333333,1.376222608
8.416666667,2.822426955
8.5,3.536195176
8.583333333,3.230480409
8.666666667,3.015311034
8.75,2.64569118
8.833333333,2.473276744
8.916666667,2.274926257
9,2.526095165
9.083333333,2.849524134
9.166666667,4.012979422
9.25,3.436390712
9.333333333,3.593175731
9.416666667,3.720652193
9.5,3.154578437
9.583333333,2.460389626
9.666666667,2.010391727
9.75,1.48158549
9.833333333,1.321341392
9.916666667,1.249025157
10,0.979522508
10.08333333,1.067078777
10.16666667,0.626170872
10.25,-0.228278246
10.33333333,-1.336573989
10.41666667,-1.279912762
10.5,-1.195972383
10.58333333,-1.162827258
10.66666667,-1.019886199
10.75,-0.972145414
10.83333333,-0.935514421
10.91666667,-0.812115933
11,-0.67662982
11.08333333,-0.338301914
11.16666667,0.686059919
11.25,0.914377359
11.33333333,0.318628109
11.41666667,-0.022891742
11.5,0.041710716
11.58333333,-0.32414204
11.66666667,-0.521568074
11.75,-0.643556008
11.83333333,-0.605292022
11.91666667,-0.992384574
12,-0.591077024
12.08333333,-0.537104134
12.16666667,0.048444346
12.25,-0.371507613
12.33333333,-0.288694766
12.41666667,0.521676445
12.49999999,0.828074761
12.58333332,0.401424264
12.66666665,-0.08509847
12.74999998,-0.286471616
12.83333331,-0.55515629
12.91666664,-0.717245561
12.99999997,-0.926545752
13.0833333,-0.669279875
13.16666663,-0.961818208
13.24999996,-1.882232467
13.33333329,-2.471966884
13.41666662,-2.050727065
13.49999995,-2.151464708
13.58333328,-2.397750761
13.66666661,-2.379111469
13.74999994,-2.227512988
13.83333327,-1.895690851
13.9166666,-1.760223233
13.99999993,-1.843480072
14.08333326,-1.632173171
14.16666659,-1.440953409
14.24999992,-1.859887255
14.33333325,-1.79712675
14.41666658,-1.614874172
14.49999991,-1.519499185
14.58333324,-1.530065589
14.66666657,-1.294800973
14.7499999,-1.493659125
14.83333323,-1.056650611
14.91666656,-1.176840118
14.99999989,-0.756162939
15.08333322,-0.459821238
15.16666655,-1.209747448
15.24999988,-1.869002867
15.33333321,-1.079446541
15.41666654,-0.303775988
15.49999987,-0.315777206
15.5833332,-0.624005529
15.66666653,-0.779389327
15.74999986,-0.969870468
15.83333319,-0.770736007
15.91666652,-0.38853936
15.99999985,-0.28178371
16.08333318,-0.300163925
16.16666651,0.912104306
16.24999984,1.605964047
16.33333317,1.034849343
16.4166665,1.038568188
16.49999983,1.561919209
16.58333316,1.563856204
16.66666649,1.984749951
16.74999982,1.859669437
16.83333315,1.328049052
16.91666648,0.885843845
16.99999981,0.640979634
17.08333314,0.422265949
17.16666647,0.446201605
17.2499998,0.938732706
17.33333313,-0.707414014
17.41666646,1.767075219
17.49999979,1.310584163
17.58333312,1.186575966
17.66666645,1.160720054
17.74999978,1.443094781
17.83333311,1.282853517
17.91666644,1.344456572
17.99999977,1.05325528
18.0833331,1.034560312
18.16666643,1.0675824
18.24999976,0.581269039
18.33333309,0.801638944
18.41666642,1.197511651
18.49999975,1.33685627
18.58333308,1.050645263
18.66666641,0.901845949
18.74999974,0.910544328
18.83333307,0.819610049
18.9166664,0.704005273
18.99999973,0.805503155
19.08333306,0.741912058
19.16666639,-0.029848126
19.24999972,-0.467830316
19.33333305,-0.749724669
19.41666638,-0.117206032
19.49999971,0.070280172
19.58333304,0.326215577
19.66666637,0.379864552
19.7499997,0.288318938
19.83333303,0.573161894
19.91666636,0.624853948
19.99999969,0.38058634
20.08333302,0.900661634
20.16666635,1.489706098
20.24999968,0.324664579
20.33333301,-0.627862794
20.41666634,-0.894045386
20.49999967,-1.224743009
20.583333,-1.29596496
20.66666633,-1.417150618
20.74999966,-1.511204052
20.83333299,-1.607831302
20.91666632,-1.519076883
20.99999965,-1.518335138
21.08333298,-1.112812701
21.16666631,-1.436179615
21.24999964,-1.257494968
21.33333297,-1.512869071
21.4166663,-0.358965796
21.49999963,-0.390059061
21.58333296,-0.065649042
21.66666629,-0.149879499
21.74999962,0.004348001
21.83333295,0.06003568
21.91666628,0.207630748
21.99999961,0.495149796
22.08333294,0.578873785
22.16666627,1.298833881
22.2499996,0.376965567
22.33333293,0.159447595
22.41666626,0.457121825
22.49999959,1.469300768
22.58333292,2.306993665
22.66666625,2.262351991
22.74999958,2.076475353
22.83333291,1.757071956
22.91666624,1.719077762
22.99999957,1.669917088
23.0833329,1.283355555
23.16666623,0.450123343
23.24999956,-0.185850696
23.33333289,-0.554098939
23.41666622,0.333726753
23.49999955,0.720526166
23.58333288,0.630818579
23.66666621,0.19205064
23.74999954,-0.178677874
23.83333287,-0.206954729
23.9166662,-0.124357853
23.99999953,-0.034058087
24.08333286,-0.168807742
24.16666619,-0.522179482
24.24999952,-1.382251932
24.33333285,-0.704268439
24.41666618,-0.097373669
24.49999951,0.046920646
24.58333284,0.511644817
24.66666617,0.722540972
24.7499995,0.568708422
24.83333283,0.472261846
24.91666616,1.322107155
24.99999949,1.15347584
25.08333282,0.989095436
25.16666615,0.88808896
25.24999948,-0.174630157
25.33333281,-0.17501568
25.41666614,-0.474703775
25.49999947,-0.838616081
25.5833328,-0.254209873
25.66666613,-0.111446835
25.74999946,-0.504228367
25.83333279,-0.762738535
25.91666612,-0.833589475
25.99999945,-0.859149484
26.08333278,-1.111213012
26.16666611,-1.279962446
26.24999944,-1.596492362
26.33333277,-2.274465998
26.4166661,-0.63400931
26.49999943,0.563548167
26.58333276,1.287263359
26.66666609,0.792471871
26.74999942,0.654271747
26.83333275,0.728179371
26.91666608,0.382063062
26.99999941,0.213953
27.08333274,0.123531304
27.16666607,0.018309485
27.2499994,-0.785814726
27.33333273,-0.395212697
27.41666606,0.377501917
27.49999939,0.575594088
27.58333272,0.280637109
27.66666605,0.058265358
27.74999938,-0.260423152
27.83333271,-0.481212025
27.91666604,-0.91175362
27.99999937,-0.976620661
28.0833327,-0.944655552
28.16666603,-0.833653226
28.24999936,-0.682722973
28.33333269,-0.912942604
28.41666602,-1.331411019
28.49999935,-1.697265998
28.58333268,-2.081415363
28.66666601,-2.258924145
28.74999934,-2.493693511
28.83333267,-2.781807163
28.916666,-2.596438963
28.99999933,-2.860765606
29.08333266,-2.765154809
29.16666599,-1.281707993
29.24999932,-0.422540498
29.33333265,-1.028434586
29.41666598,-0.189971665
29.49999931,-0.55268923
29.58333264,-1.158973423
29.66666597,-1.539586593
29.7499993,-1.767427966
29.83333263,-1.421881207
29.91666596,-1.247642256
29.99999929,-0.992492614
30.08333262,0.059674133
30.16666595,0.086450259
30.24999928,-0.170284431
30.33333261,0.536985551
30.41666594,0.884199246
30.49999927,0.772422685
30.5833326,0.396794398
30.66666593,0.191856997
30.74999926,-0.030285511
30.83333259,-0.190316452
30.91666592,-0.104454267
30.99999925,0.251914046
31.08333258,0.777368609
31.16666591,1.795195704
31.24999924,2.737271593
31.33333257,2.57241184
31.4166659,2.637078998
31.49999923,2.222945965
31.58333256,1.830679025
31.66666589,1.421128109
31.74999922,1.221401813
31.83333255,1.313517506
31.91666588,0.816733857
31.99999921,0.571057707
32.08333254,0.929542483
32.16666587,1.286168794
32.2499992,0.938810674
32.33333253,0.79458608
32.41666586,0.593484124
32.49999919,0.577787886
32.58333252,0.794694451
32.66666585,0.576363368
32.74999918,0.664909113
32.83333251,0.41905002
32.91666584,0.381521383
32.99999917,0.310723107
33.0833325,0.141181394
33.16666583,0.101571367
33.24999916,-0.511233991
33.33333249,-0.143812174
33.41666582,0.793355374
33.49999915,0.75816506
33.58333248,0.253347617
33.66666581,0.018374314
33.74999914,-0.004633429
33.83333247,-0.019256287
33.9166658,0.990716921
33.99999913,1.701078114
34.08333246,1.950825456
34.16666579,2.367328471
34.24999912,1.641459951
34.33333245,2.082948799
34.41666578,2.032845564
34.49999911,1.465662766
34.58333244,0.903667282
34.66666577,0.478643813
34.7499991,0.553721388
34.83333243,0.352019933
34.91666576,0.416225332
34.99999909,0.237520017
35.08333242,0.356372829
35.16666575,-0.155152906
35.24999908,-1.546184219
35.33333241,-1.009684483
35.41666574,-0.70206913
35.49999907,0.209792723
35.5833324,0.274706025
35.66666573,0.249770045
35.74999906,0.440121482
35.83333239,0.450579854
35.91666572,0.119303924
35.99999905,-0.188135528
36.08333238,-0.047800951
36.16666571,-0.349936503
36.24999904,-0.715669383
36.33333237,-0.881654637
36.4166657,-0.365772393
36.49999903,-0.213271912
36.58333236,-0.451809025
36.66666569,3.04387E-05
36.74999902,-0.356609907
36.83333235,-0.457212815
36.91666568,-0.536149332
36.99999901,-0.821463386
37.08333234,-0.203751582
37.16666567,-0.009567783
37.249999,-1.323040644
37.33333233,-1.754517233
37.41666566,-2.05334207
37.49999899,-2.41314407
37.58333232,-2.536039709
37.66666565,-2.024300622
37.74999898,-1.655778109
37.83333231,-1.428260146
37.91666564,-1.502651394
37.99999897,-1.63061468
38.0833323,-1.671284801
38.16666563,-1.948528719
38.24999896,-1.437479025
38.33333229,-1.184176388
38.41666562,-0.799430646
38.49999895,-0.568251134
38.58333228,-0.972216123
38.66666561,-1.482285073
38.74999894,-1.544307357
38.83333227,-1.575380483
38.9166656,-1.092947926
38.99999893,-0.929297011
39.08333226,-0.092106194
39.16666559,0.546439615
39.24999892,0.473199923
39.33333225,-0.0675626
39.41666558,0.300874432
39.49999891,0.478118963
39.58333224,0.685128203
39.66666557,0.921251262
39.7499989,1.206635905
39.83333223,1.352869128
39.91666556,1.159961773
39.99999889,0.818994704
40.08333222,0.637738613
40.16666555,0.409684035
40.24999888,0.131676839
40.33333221,0.865278163
40.41666554,1.237738352
40.49999887,2.044278468
40.5833322,1.59038661
40.66666553,1.262714941
40.74999886,1.478401648
40.83333219,1.556710301
40.91666552,1.257097192
40.99999885,1.150002038
41.08333218,1.051635437
41.16666551,0.542154687
41.24999884,0.495384186
41.33333217,0.510176549
41.4166655,0.504303658
41.49999883,0.098593363
41.58333216,0.008057851
41.66666549,-0.089355413
41.74999882,0.054473192
41.83333215,0.232473581
41.91666548,0.639536294
41.99999881,1.143448212
42.08333214,1.085848197
42.16666547,0.502549216
42.2499988,-0.247656084
42.33333213,-0.25263307
42.41666546,0.269902756
42.49999879,0.070377172
42.58333212,-0.326682897
42.66666545,-0.768045032
42.74999878,-0.662619788
42.83333211,-0.505823793
42.91666544,-0.365346151
42.99999877,-0.224067236
43.0833321,-0.30493431
43.16666543,-0.420492619
43.24999876,-0.533994358
43.33333209,-0.492035175
43.41666542,-0.132829741
43.49999875,-0.155366106
43.58333208,-0.620614903
43.66666541,-0.865072063
43.74999874,-0.904692932
43.83333207,-0.760256609
43.9166654,-0.974048806
43.99999873,-0.848634681
44.08333206,-0.510565149
44.16666539,-0.056760718
44.24999872,-0.097534717
44.33333205,0.355771394
44.41666538,0.385428728
44.49999871,0.335020355
44.58333204,-0.045937534
44.66666537,-0.338685896
44.7499987,-0.256242885
44.83333203,0.12323056
44.91666536,0.312831673
